No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
2202,서울특별시 서대문구 이화여대3길8 맞은편,126.9452826,37.55811285,정좌표,서울특별시 서대문구 이화여대3길8 맞은편,,,서울시 서대문구청,02-330-1535
2203,서울특별시 서대문구 이화여대3길8 맞은편,126.9452826,37.55811285,정좌표,서울특별시 서대문구 이화여대3길8 맞은편,,,서울시 서대문구청,02-330-1535
2204,서울특별시 서대문구 성산로255(13007),126.9189864,37.56774686,정좌표,서울특별시 서대문구 성산로255(13007),,,서울시 서대문구청,02-330-1535
2205,서울특별시 서대문구 서소문로21(13253),126.9640865,37.55989541,정좌표,서울특별시 서대문구 서소문로21(13253),,,서울시 서대문구청,02-330-1535
2206,서울특별시 서대문구 성산로490,126.9415643,37.56100784,정좌표,서울특별시 서대문구 성산로490,,,서울시 서대문구청,02-330-1535
2207,서울특별시 서대문구 성산로490,126.9415643,37.56100784,정좌표,서울특별시 서대문구 성산로490,,,서울시 서대문구청,02-330-1535
2208,서울특별시 서대문구 홍제천로118(13205),126.9271245,37.57523732,정좌표,서울특별시 서대문구 홍제천로118(13205),,,서울시 서대문구청,02-330-1535
2209,서울특별시 서대문구 홍제천로156(13206),126.9307805,37.57716027,정좌표,서울특별시 서대문구 홍제천로156(13206),,,서울시 서대문구청,02-330-1535
2210,서울특별시 서대문구 신촌로279-1,126.9572363,37.55757694,정좌표,서울특별시 서대문구 신촌로279-1,,,서울시 서대문구청,02-330-1535
2211,서울특별시 서대문구 북아현로14,126.956628,37.55871435,정좌표,서울특별시 서대문구 북아현로14,,,서울시 서대문구청,02-330-1535
2212,서울특별시 서대문구 가좌로 52 (13216),126.9302373,37.57849506,정좌표,서울특별시 서대문구 가좌로 52 (13216),,,서울시 서대문구청,02-330-1535
2213,서울특별시 서대문구 가좌로 143 (13220),126.9234945,37.58466464,정좌표,서울특별시 서대문구 가좌로 143 (13220),,,서울시 서대문구청,02-330-1535
2214,서울특별시 서대문구 가좌로 89 (13217),126.9272814,37.58090086,정좌표,서울특별시 서대문구 가좌로 89 (13217),,,서울시 서대문구청,02-330-1535
2215,서울특별시 서대문구 모래내로 289 (13215),126.9296979,37.57822539,정좌표,서울특별시 서대문구 모래내로 289 (13215),,,서울시 서대문구청,02-330-1535
2216,서울특별시 서대문구 모래내로 263 (13203),126.9274877,37.57670719,정좌표,서울특별시 서대문구 모래내로 263 (13203),,,서울시 서대문구청,02-330-1535
2217,서울특별시 서대문구 모래내로 239 (13262),126.9251665,37.57536192,정좌표,서울특별시 서대문구 모래내로 239 (13262),,,서울시 서대문구청,02-330-1535
2218,서울특별시 서대문구 모래내로 173 (13260),126.9198396,37.57125836,정좌표,서울특별시 서대문구 모래내로 173 (13260),,,서울시 서대문구청,02-330-1535
2219,서울특별시 서대문구 모래내로 193 맞은편 (13204),126.9214881,37.57252383,정좌표,서울특별시 서대문구 모래내로 193 맞은편 (13204),,,서울시 서대문구청,02-330-1535
2220,서울특별시 올림픽로 신천역4번출구,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 신천역4번출구,,일반쓰레기 수거용,서울시 송파구청,
2221,서울특별시 올림픽로 종합운동장역,127.1050185,37.51490138,인근좌표,서울특별시 올림픽로 종합운동장역,,일반쓰레기 수거용,서울시 송파구청,
2222,서울특별시 올림픽로 종합운동장역,127.1050185,37.51490138,인근좌표,서울특별시 올림픽로 종합운동장역,,일반쓰레기 수거용,서울시 송파구청,
2223,서울특별시 백제고분로 백제고분로163길,127.0952963,37.5025454,인근좌표,서울특별시 백제고분로 백제고분로163길,,일반쓰레기 수거용,서울시 송파구청,
2224,서울특별시 삼전로 삼전로53길,127.0876522,37.50392907,인근좌표,서울특별시 삼전로 삼전로53길,,일반쓰레기 수거용,서울시 송파구청,
2225,서울특별시 올림픽로 트리지움(아) 341동 앞,127.1082792,37.51568028,인근좌표,서울특별시 올림픽로 트리지움(아) 341동 앞,,일반쓰레기 수거용,서울시 송파구청,
2226,서울특별시 올림픽로 올림픽로211 YMCA 앞,127.0944497,37.51258025,정좌표,서울특별시 올림픽로 올림픽로211 YMCA 앞,,일반쓰레기 수거용,서울시 송파구청,
2227,서울특별시 올림픽로 잠실5단지 522동 앞 공항버스 정류장,127.120435,37.52898237,인근좌표,서울특별시 올림픽로 잠실5단지 522동 앞 공항버스 정류장,,일반쓰레기 수거용,서울시 송파구청,
2228,서울특별시 석촌호수로 레이크펠리스(아)128동 앞,127.0913864,37.50719642,인근좌표,서울특별시 석촌호수로 레이크펠리스(아)128동 앞,,일반쓰레기 수거용,서울시 송파구청,
2229,서울특별시 삼전로 레이크펠리스(아) 서문 앞,127.0876522,37.50392907,인근좌표,서울특별시 삼전로 레이크펠리스(아) 서문 앞,,일반쓰레기 수거용,서울시 송파구청,
2230,서울특별시 삼전로 트리지움(아) 331동(동문) 앞,127.0909534,37.50723548,인근좌표,서울특별시 삼전로 트리지움(아) 331동(동문) 앞,,일반쓰레기 수거용,서울시 송파구청,
2231,서울특별시 삼전로 잠실엘스(아) 신천역 5번출구,127.086145,37.5025734,인근좌표,서울특별시 삼전로 잠실엘스(아) 신천역 5번출구,,일반쓰레기 수거용,서울시 송파구청,
2232,서울특별시 올림픽로 종합운동장 4번출구,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 종합운동장 4번출구,,일반쓰레기 수거용,서울시 송파구청,
2233,서울특별시 올림픽로 종합운동장 4번출구,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 종합운동장 4번출구,,재활용가능자원 수거용,서울시 송파구청,
2234,서울특별시 올림픽로 신천역 8번출구,127.0716926,37.51033549,정좌표,서울특별시 올림픽로 신천역 8번출구,,일반쓰레기 수거용,서울시 송파구청,
2235,서울특별시 송파대로 잠실역 6번 출구,127.126772,37.47105736,정좌표,서울특별시 송파대로 잠실역 6번 출구,,일반쓰레기 수거용,서울시 송파구청,
2236,서울특별시 송파대로 잠실역 6번 출구,127.126772,37.47105736,정좌표,서울특별시 송파대로 잠실역 6번 출구,,재활용가능자원 수거용,서울시 송파구청,
2237,서울특별시 석촌호수로 엘스(아) 122동 앞 도로변,127.0900217,37.5074374,인근좌표,서울특별시 석촌호수로 엘스(아) 122동 앞 도로변,,일반쓰레기 수거용,서울시 송파구청,
2238,서울특별시 석촌호수로 엘스(아) 122동 앞 도로변,127.0900217,37.5074374,인근좌표,서울특별시 석촌호수로 엘스(아) 122동 앞 도로변,,재활용가능자원 수거용,서울시 송파구청,
2239,서울특별시 석촌호수로 엘스(아) 136동 앞 도로변,127.092271,37.50720633,인근좌표,서울특별시 석촌호수로 엘스(아) 136동 앞 도로변,,일반쓰레기 수거용,서울시 송파구청,
2240,서울특별시 석촌호수로 엘스(아) 136동 앞 도로변,127.092271,37.50720633,인근좌표,서울특별시 석촌호수로 엘스(아) 136동 앞 도로변,,재활용가능자원 수거용,서울시 송파구청,
2241,서울특별시 올림픽로 종합운동장역 3번 출구,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 종합운동장역 3번 출구,,일반쓰레기 수거용,서울시 송파구청,
2242,서울특별시 도곡로 아주중학교 앞,127.051929,37.49598194,인근좌표,서울특별시 도곡로 아주중학교 앞,,일반쓰레기 수거용,서울시 송파구청,
2243,서울특별시 한가람로 리센츠(아) 201동 앞 주변,127.0867366,37.51762816,인근좌표,서울특별시 한가람로 리센츠(아) 201동 앞 주변,,일반쓰레기 수거용,서울시 송파구청,
2244,서울특별시 한가람로 리센츠(아) 201동 앞 주변,127.0867366,37.51762816,인근좌표,서울특별시 한가람로 리센츠(아) 201동 앞 주변,,재활용가능자원 수거용,서울시 송파구청,
2245,서울특별시 백제고분로 잠실동 228-10 주변,127.081684,37.50637572,정좌표,서울특별시 백제고분로 잠실동 228-10 주변,,일반쓰레기 수거용,서울시 송파구청,
2246,서울특별시 도곡로 탄천2교 삼거리 야구장 입구,127.0324985,37.48954016,인근좌표,서울특별시 도곡로 탄천2교 삼거리 야구장 입구,,일반쓰레기 수거용,서울시 송파구청,
2247,서울특별시 백제고분로 잠실동 196 앞 버스정류소 주변,127.0883124,37.50398259,정좌표,서울특별시 백제고분로 잠실동 196 앞 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2248,서울특별시 백제고분로 잠실동 196 앞 버스정류소 주변,127.0883124,37.50398259,정좌표,서울특별시 백제고분로 잠실동 196 앞 버스정류소 주변,,재활용가능자원 수거용,서울시 송파구청,
2249,서울특별시 석촌호수로 잠실동 209-2 앞 주변,127.0866323,37.50874386,정좌표,서울특별시 석촌호수로 잠실동 209-2 앞 주변,,일반쓰레기 수거용,서울시 송파구청,
2250,서울특별시 석촌호수로 잠실본동 242-10 앞 사거리 주변,127.1037387,37.50806109,인근좌표,서울특별시 석촌호수로 잠실본동 242-10 앞 사거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2251,서울특별시 석촌호수로 잠실본동 242-10 앞 사거리 주변,127.1037387,37.50806109,인근좌표,서울특별시 석촌호수로 잠실본동 242-10 앞 사거리 주변,,재활용가능자원 수거용,서울시 송파구청,
2252,서울특별시 삼전로 잠실본동 336-5 앞 사거리 주변,126.9490815,37.51542773,인근좌표,서울특별시 삼전로 잠실본동 336-5 앞 사거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2253,서울특별시 도곡로 아시아선수촌(아) 앞 삼거리 주변,127.051929,37.49598194,인근좌표,서울특별시 도곡로 아시아선수촌(아) 앞 삼거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2254,서울특별시 도곡로 아시아선수촌(아) 앞 삼거리 주변,127.051929,37.49598194,인근좌표,서울특별시 도곡로 아시아선수촌(아) 앞 삼거리 주변,,재활용가능자원 수거용,서울시 송파구청,
2255,서울특별시 삼학사로 석촌동10-4,127.0973079,37.50413071,정좌표,서울특별시 삼학사로 석촌동10-4,,일반쓰레기 수거용,서울시 송파구청,
2256,서울특별시 삼학사로 석촌동10-4,127.0973079,37.50413071,정좌표,서울특별시 삼학사로 석촌동10-4,,재활용가능자원 수거용,서울시 송파구청,
2257,서울특별시 삼학사로 배명고등학교 야구장,127.0970414,37.50355856,인근좌표,서울특별시 삼학사로 배명고등학교 야구장,,일반쓰레기 수거용,서울시 송파구청,
2258,서울특별시 삼학사로 배명고등학교 야구장,127.0970414,37.50355856,인근좌표,서울특별시 삼학사로 배명고등학교 야구장,,재활용가능자원 수거용,서울시 송파구청,
2259,서울특별시 송파대로 가락시장 동문앞 횡단보도,127.1111824,37.50083927,인근좌표,서울특별시 송파대로 가락시장 동문앞 횡단보도,,일반쓰레기 수거용,서울시 송파구청,
2260,서울특별시 송파대로 가락시장 동문앞 횡단보도,127.1111824,37.50083927,인근좌표,서울특별시 송파대로 가락시장 동문앞 횡단보도,,재활용가능자원 수거용,서울시 송파구청,
2261,서울특별시 중대로4길 문정동 훼미리(아)205동 앞,127.1197621,37.48666769,인근좌표,서울특별시 중대로4길 문정동 훼미리(아)205동 앞,,일반쓰레기 수거용,서울시 송파구청,
2262,서울특별시 중대로 문정2동주민센터 앞,127.1108941,37.48987846,인근좌표,서울특별시 중대로 문정2동주민센터 앞,,일반쓰레기 수거용,서울시 송파구청,
2263,서울특별시 송파대로 가락시장역 7번 출구,127.126772,37.47105736,인근좌표,서울특별시 송파대로 가락시장역 7번 출구,,일반쓰레기 수거용,서울시 송파구청,
2264,서울특별시 송파대로 가락시장역 7번 출구,127.126772,37.47105736,인근좌표,서울특별시 송파대로 가락시장역 7번 출구,,재활용가능자원 수거용,서울시 송파구청,
2265,서울특별시 백제고분로 삼전동 48-9 버스정류장 주변,127.0900463,37.50350477,정좌표,서울특별시 백제고분로 삼전동 48-9 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2266,서울특별시 백제고분로 삼전동 48-9 버스정류장 주변,127.0900463,37.50350477,정좌표,서울특별시 백제고분로 삼전동 48-9 버스정류장 주변,,재활용가능자원 수거용,서울시 송파구청,
2267,서울특별시 석촌호수로 석촌동 1-3 앞 주변,127.0985578,37.50624068,정좌표,서울특별시 석촌호수로 석촌동 1-3 앞 주변,,일반쓰레기 수거용,서울시 송파구청,
2268,서울특별시 석촌호수로 석촌동 1-3 앞 주변,127.0985578,37.50624068,정좌표,서울특별시 석촌호수로 석촌동 1-3 앞 주변,,재활용가능자원 수거용,서울시 송파구청,
2269,서울특별시 송파대로 석촌역 3번 출구 주변,127.1261347,37.47116351,정좌표,서울특별시 송파대로 석촌역 3번 출구 주변,,일반쓰레기 수거용,서울시 송파구청,
2270,서울특별시 송파대로 석촌역 3번 출구 주변,127.1261347,37.47116351,정좌표,서울특별시 송파대로 석촌역 3번 출구 주변,,재활용가능자원 수거용,서울시 송파구청,
2271,서울특별시 송파대로 석촌동 295-5 송파사거리 주변,127.1094208,37.50205891,정좌표,서울특별시 송파대로 석촌동 295-5 송파사거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2272,서울특별시 가락로 석촌동 220 배명야구장 삼거리,127.0975321,37.49864322,정좌표,서울특별시 가락로 석촌동 220 배명야구장 삼거리,,일반쓰레기 수거용,서울시 송파구청,
2273,서울특별시 양재대로 가락시영(아) 41동 앞 버스정류소 주변,127.025361,37.45976449,인근좌표,서울특별시 양재대로 가락시영(아) 41동 앞 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2274,서울특별시 양재대로 가락시영(아) 41동 앞 버스정류소 주변,127.025361,37.45976449,인근좌표,서울특별시 양재대로 가락시영(아) 41동 앞 버스정류소 주변,,재활용가능자원 수거용,서울시 송파구청,
2275,서울특별시 중대로 가락시장 남문 버스정류소 주변,127.1245941,37.49613053,인근좌표,서울특별시 중대로 가락시장 남문 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2276,서울특별시 중대로 가락시장 남문 버스정류소 주변,127.1245941,37.49613053,인근좌표,서울특별시 중대로 가락시장 남문 버스정류소 주변,,재활용가능자원 수거용,서울시 송파구청,
2277,서울특별시 삼전로 삼전동 7-6 삼전사거리 주변,127.0885642,37.50448497,정좌표,서울특별시 삼전로 삼전동 7-6 삼전사거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2278,서울특별시 삼전로 삼전동 7-6 삼전사거리 주변,127.0885642,37.50448497,정좌표,서울특별시 삼전로 삼전동 7-6 삼전사거리 주변,,재활용가능자원 수거용,서울시 송파구청,
2279,서울특별시 석촌호수로 삼전동 1-1 사거리 주변,127.0913732,37.50716207,정좌표,서울특별시 석촌호수로 삼전동 1-1 사거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2280,서울특별시 백제고분로 삼전동 101-18 버스정류소 주변,127.0946815,37.50282038,정좌표,서울특별시 백제고분로 삼전동 101-18 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2281,서울특별시 백제고분로 삼전동 101-18 버스정류소 주변,127.0946815,37.50282038,정좌표,서울특별시 백제고분로 삼전동 101-18 버스정류소 주변,,재활용가능자원 수거용,서울시 송파구청,
2282,서울특별시 삼학사로 석촌동 2-19 버스정류소 주변,127.0973248,37.50440295,정좌표,서울특별시 삼학사로 석촌동 2-19 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2283,서울특별시 삼학사로 석촌동 2-19 버스정류소 주변,127.0973248,37.50440295,정좌표,서울특별시 삼학사로 석촌동 2-19 버스정류소 주변,,재활용가능자원 수거용,서울시 송파구청,
2284,서울특별시 송파대로 복정역 4번 출구,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 복정역 4번 출구,,일반쓰레기 수거용,서울시 송파구청,
2285,서울특별시 송파대로 복정역 4번 출구,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 복정역 4번 출구,,재활용가능자원 수거용,서울시 송파구청,
2286,서울특별시 송파대로 복정역 3번 출구,127.1261347,37.47116351,정좌표,서울특별시 송파대로 복정역 3번 출구,,일반쓰레기 수거용,서울시 송파구청,
2287,서울특별시 송파대로 복정역 3번 출구,127.1261347,37.47116351,정좌표,서울특별시 송파대로 복정역 3번 출구,,재활용가능자원 수거용,서울시 송파구청,
2288,서울특별시 송파대로 가락시장역 7번 출구,127.126772,37.47105736,인근좌표,서울특별시 송파대로 가락시장역 7번 출구,,일반쓰레기 수거용,서울시 송파구청,
2289,서울특별시 충민로 문정동 623 앞 사거리 주변,127.1202182,37.47926185,정좌표,서울특별시 충민로 문정동 623 앞 사거리 주변,,일반쓰레기 수거용,서울시 송파구청,
2290,서울특별시 송파대로 문정역 4번 출구,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 문정역 4번 출구,,일반쓰레기 수거용,서울시 송파구청,
2291,서울특별시 송파대로 장지역 3번 출구,127.1261347,37.47116351,정좌표,서울특별시 송파대로 장지역 3번 출구,,일반쓰레기 수거용,서울시 송파구청,
2292,서울특별시 새말로 문정동 620 앞 주변,127.1212245,37.48075493,정좌표,서울특별시 새말로 문정동 620 앞 주변,,일반쓰레기 수거용,서울시 송파구청,
2293,서울특별시 새말로 문정동 620 앞 주변,127.1212245,37.48075493,정좌표,서울특별시 새말로 문정동 620 앞 주변,,재활용가능자원 수거용,서울시 송파구청,
2294,서울특별시 송파대로 송파역 4번 출구 주변,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 송파역 4번 출구 주변,,일반쓰레기 수거용,서울시 송파구청,
2295,서울특별시 송파대로 송파역 4번 출구 주변,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 송파역 4번 출구 주변,,재활용가능자원 수거용,서울시 송파구청,
2296,서울특별시 양재대로 가락시영(아) 98동 앞 버스정류소 주변,127.1068973,37.49556634,인근좌표,서울특별시 양재대로 가락시영(아) 98동 앞 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2297,서울특별시 양재대로 가락시영(아) 98동 앞 버스정류소 주변,127.1068973,37.49556634,인근좌표,서울특별시 양재대로 가락시영(아) 98동 앞 버스정류소 주변,,재활용가능자원 수거용,서울시 송파구청,
2298,서울특별시 올림픽로 잠실역 1번 출구 주변,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 잠실역 1번 출구 주변,,일반쓰레기 수거용,서울시 송파구청,
2299,서울특별시 올림픽로 잠실역 8번 출구,127.0716926,37.51033549,정좌표,서울특별시 올림픽로 잠실역 8번 출구,,일반쓰레기 수거용,서울시 송파구청,
2300,서울특별시 올림픽로35길 장미(아) 2동 앞,127.1132653,37.52031509,인근좌표,서울특별시 올림픽로35길 장미(아) 2동 앞,,일반쓰레기 수거용,서울시 송파구청,
2301,서울특별시 올림픽로35다길 신천동 7-16 국민연금공단 앞,127.1008796,37.51553335,정좌표,서울특별시 올림픽로35다길 신천동 7-16 국민연금공단 앞,,일반쓰레기 수거용,서울시 송파구청,
2302,서울특별시 올림픽로35길 신천동 7-29 향군타워 앞,127.1012439,37.51661212,정좌표,서울특별시 올림픽로35길 신천동 7-29 향군타워 앞,,일반쓰레기 수거용,서울시 송파구청,
2303,서울특별시 올림픽로36길 신천동 11-8 스타리버 앞,127.1043819,37.51799341,정좌표,서울특별시 올림픽로36길 신천동 11-8 스타리버 앞,,일반쓰레기 수거용,서울시 송파구청,
2304,서울특별시 올림픽로35다길 신천동 7-16 국민연금공단 앞 횡단보도,127.1008796,37.51553335,정좌표,서울특별시 올림픽로35다길 신천동 7-16 국민연금공단 앞 횡단보도,,일반쓰레기 수거용,서울시 송파구청,
2305,서울특별시 올림픽로 잠실역 9번 출구,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 잠실역 9번 출구,,일반쓰레기 수거용,서울시 송파구청,
2306,서울특별시 올림픽로 잠실역 9번 출구,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 잠실역 9번 출구,,재활용가능자원 수거용,서울시 송파구청,
2307,서울특별시 송파대로 잠실대교 남단 버스정류장 주변,127.1111824,37.50083927,인근좌표,서울특별시 송파대로 잠실대교 남단 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2308,서울특별시 송파대로 잠실대교 남단 버스정류장 주변,127.1111824,37.50083927,인근좌표,서울특별시 송파대로 잠실대교 남단 버스정류장 주변,,재활용가능자원 수거용,서울시 송파구청,
2309,서울특별시 오금로3길 잠실나루 1번 출구 어린이집 주변,127.1042172,37.52042032,인근좌표,서울특별시 오금로3길 잠실나루 1번 출구 어린이집 주변,,일반쓰레기 수거용,서울시 송파구청,
2310,서울특별시 올림픽로35길 파크리오(아) 101동 앞,127.0971712,37.5180755,인근좌표,서울특별시 올림픽로35길 파크리오(아) 101동 앞,,일반쓰레기 수거용,서울시 송파구청,
2311,서울특별시 올림픽로36길 파크리오(아) 102동 앞,127.120435,37.52898237,인근좌표,서울특별시 올림픽로36길 파크리오(아) 102동 앞,,일반쓰레기 수거용,서울시 송파구청,
2312,서울특별시 강동대로 송파세무서 앞,127.1215349,37.52601568,인근좌표,서울특별시 강동대로 송파세무서 앞,,일반쓰레기 수거용,서울시 송파구청,
2313,서울특별시 올림픽로 풍납동 391-6 쌍용(아) 101동 앞,127.1177985,37.52639735,정좌표,서울특별시 올림픽로 풍납동 391-6 쌍용(아) 101동 앞,,일반쓰레기 수거용,서울시 송파구청,
2314,서울특별시 위례성대로 방이동 88-21 공원 남4문 주변,127.1163731,37.51736163,정좌표,서울특별시 위례성대로 방이동 88-21 공원 남4문 주변,,일반쓰레기 수거용,서울시 송파구청,
2315,서울특별시 위례성대로 방이동 177-6 그린파크 앞,127.1182836,37.51499654,정좌표,서울특별시 위례성대로 방이동 177-6 그린파크 앞,,일반쓰레기 수거용,서울시 송파구청,
2316,서울특별시 올림픽로 방이동 44-12 분수대 앞,127.1123943,37.51710694,정좌표,서울특별시 올림픽로 방이동 44-12 분수대 앞,,일반쓰레기 수거용,서울시 송파구청,
2317,서울특별시 올림픽로 방이동 44-12 분수대 앞,127.1123943,37.51710694,정좌표,서울특별시 올림픽로 방이동 44-12 분수대 앞,,재활용가능자원 수거용,서울시 송파구청,
2318,서울특별시 오금로 방이동 108-4 버스정류장 주변,127.1118141,37.51082481,정좌표,서울특별시 오금로 방이동 108-4 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2319,서울특별시 오금로 방이동 65-3 버스정류장 주변,127.1079125,37.51318543,정좌표,서울특별시 오금로 방이동 65-3 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2320,서울특별시 올림픽로 올림픽로37길 109 잠현초 건너편,127.1047228,37.52258635,정좌표,서울특별시 올림픽로 올림픽로37길 109 잠현초 건너편,,일반쓰레기 수거용,서울시 송파구청,
2321,서울특별시 한가람로 풍납동 507 버스정류장 주변,127.1150591,37.53662835,정좌표,서울특별시 한가람로 풍납동 507 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2322,서울특별시 한가람로 풍납동 121-10 버스정류장 주변,127.1170651,37.53912985,정좌표,서울특별시 한가람로 풍납동 121-10 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2323,서울특별시 한가람로 풍납동 121-10 버스정류장 주변,127.1170651,37.53912985,정좌표,서울특별시 한가람로 풍납동 121-10 버스정류장 주변,,재활용가능자원 수거용,서울시 송파구청,
2324,서울특별시 올림픽로 강동구청역 4번출구,127.120435,37.52898237,인근좌표,서울특별시 올림픽로 강동구청역 4번출구,,일반쓰레기 수거용,서울시 송파구청,
2325,서울특별시 올림픽로 강동구청역 4번출구,127.120435,37.52898237,인근좌표,서울특별시 올림픽로 강동구청역 4번출구,,재활용가능자원 수거용,서울시 송파구청,
2326,서울특별시 한가람로 풍납동 214-6 갑을아파트 버스정류장 주변,127.1125449,37.53513714,정좌표,서울특별시 한가람로 풍납동 214-6 갑을아파트 버스정류장 주변,,일반쓰레기 수거용,서울시 송파구청,
2327,서울특별시 백제고분로 석촌역 3번 출구,127.07651,37.51920762,인근좌표,서울특별시 백제고분로 석촌역 3번 출구,,일반쓰레기 수거용,서울시 송파구청,
2328,서울특별시 송파대로 석촌역 8번 출구,127.126772,37.47105736,인근좌표,서울특별시 송파대로 석촌역 8번 출구,,일반쓰레기 수거용,서울시 송파구청,
2329,서울특별시 백제고분로 방이동 108-13 앞 주변,127.1128157,37.51186933,정좌표,서울특별시 백제고분로 방이동 108-13 앞 주변,,일반쓰레기 수거용,서울시 송파구청,
2330,서울특별시 백제고분로 방이2동 주민센터 앞 주변,127.07651,37.51920762,정좌표,서울특별시 백제고분로 방이2동 주민센터 앞 주변,,일반쓰레기 수거용,서울시 송파구청,
2331,서울특별시 위례성대로 몽촌토성역 2번 출구,127.1127693,37.51692886,정좌표,서울특별시 위례성대로 몽촌토성역 2번 출구,,일반쓰레기 수거용,서울시 송파구청,
2332,서울특별시 위례성대로 몽촌토성역 2번 출구,127.1127693,37.51692886,정좌표,서울특별시 위례성대로 몽촌토성역 2번 출구,,재활용가능자원 수거용,서울시 송파구청,
2333,서울특별시 올림픽로 풍납현대(아) 101동 앞 사거리,127.0821378,37.5120945,정좌표,서울특별시 올림픽로 풍납현대(아) 101동 앞 사거리,,일반쓰레기 수거용,서울시 송파구청,
2334,서울특별시 올림픽로 풍납현대(아) 101동 앞 사거리,127.0821378,37.5120945,정좌표,서울특별시 올림픽로 풍납현대(아) 101동 앞 사거리,,재활용가능자원 수거용,서울시 송파구청,
2335,서울특별시 한가람로 풍납동 310 앞 버스정류소 주변,127.1110685,37.53017727,정좌표,서울특별시 한가람로 풍납동 310 앞 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2336,서울특별시 한가람로 풍납동 299-1 앞 버스정류소 주변,127.1115378,37.53389982,정좌표,서울특별시 한가람로 풍납동 299-1 앞 버스정류소 주변,,일반쓰레기 수거용,서울시 송파구청,
2337,서울특별시 올림픽로 천호역 9번 출구 주변,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 천호역 9번 출구 주변,,일반쓰레기 수거용,서울시 송파구청,
2338,서울특별시 올림픽로 천호역 9번 출구 주변,127.0716926,37.51033549,인근좌표,서울특별시 올림픽로 천호역 9번 출구 주변,,재활용가능자원 수거용,서울시 송파구청,
2339,서울특별시 송파대로 송파역 2번 출구 주변,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 송파역 2번 출구 주변,,일반쓰레기 수거용,서울시 송파구청,
2340,서울특별시 송파대로 송파역 2번 출구 주변,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 송파역 2번 출구 주변,,재활용가능자원 수거용,서울시 송파구청,
2341,서울특별시 송파대로 가락본동 96-24 비석공원 횡단보도,126.9541845,37.51175475,인근좌표,서울특별시 송파대로 가락본동 96-24 비석공원 횡단보도,,일반쓰레기 수거용,서울시 송파구청,
2342,서울특별시 송파대로 가락본동 96-24 비석공원 횡단보도,126.9541845,37.51175475,인근좌표,서울특별시 송파대로 가락본동 96-24 비석공원 횡단보도,,재활용가능자원 수거용,서울시 송파구청,
2343,서울특별시 송파대로 장지역 2번 출구 주변,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 장지역 2번 출구 주변,,일반쓰레기 수거용,서울시 송파구청,
2344,서울특별시 송파대로 장지역 2번 출구 주변,127.1261347,37.47116351,인근좌표,서울특별시 송파대로 장지역 2번 출구 주변,,재활용가능자원 수거용,서울시 송파구청,
2345,서울특별시 문정로 가락2동 두댐이공원 공동화장실 건너편,127.1236894,37.48632455,인근좌표,서울특별시 문정로 가락2동 두댐이공원 공동화장실 건너편,,일반쓰레기 수거용,서울시 송파구청,
2346,서울특별시 동남로 문정1동 42-4 횡단보도,127.1443577,37.51741579,인근좌표,서울특별시 동남로 문정1동 42-4 횡단보도,,일반쓰레기 수거용,서울시 송파구청,
